catalog_number	plate_location	rack_number	apex_cas_number	apex_item_name	apex_molecular_weight	apex_molecular_formula	apex_smiles	apex_valid_smiles	failed_cas_number	failed_item_name	failed_smiles	super_parent_smiles	super_parent_exact_mass	super_parent_molecular_weight	super_parent_molecular_formula	pubchem_cid
N1806	A02	5	115939-25-8	Salvianolic acid B	718.59	C36H30O16	C1=CC(=C(C=C1CC(C(=O)O)OC(=O)C=CC2=C3C(C(OC3=C(C=C2)O)C4=CC(=C(C=C4)O)O)C(=O)OC(CC5=CC(=C(C=C5)O)O)C(=O)O)O)O	True	False	False	False	O=C(C=Cc1ccc(O)c2c1C(C(=O)OC(Cc1ccc(O)c(O)c1)C(=O)O)C(c1ccc(O)c(O)c1)O2)OC(Cc1ccc(O)c(O)c1)C(=O)O	718.1533848800001	718.6200000000005	C36H30O16	119177
N1810	A03	5	478-43-3	Rhein	284.22	C15H8O6	C1=CC2=C(C(=C1)O)C(=O)C3=C(C=C(C=C3C2=O)C(=O)O)O	True	False	False	False	O=C(O)c1cc(O)c2c(c1)C(=O)c1cccc(O)c1C2=O	284.03208797599996	284.22299999999996	C15H8O6	10168
N1823	A04	5	77-52-1	Ursolic acid	456.68	C30H48O3	CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1C)C)C(=O)O	True	False	False	False	CC1CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1C	456.3603453959999	456.7110000000002	C30H48O3	64945
N1825	A05	5	484-12-8	Osthole	244.29	C15H16O3	CC(=CCC1=C(C=CC2=C1OC(=O)C=C2)OC)C	True	False	False	False	COc1ccc2ccc(=O)oc2c1CC=C(C)C	244.109944372	244.28999999999996	C15H16O3	10228
N1826	A06	5	508-02-1	Oleanolic acid	456.71	C30H48O3	CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1)C)C(=O)O)C	True	False	False	False	CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1	456.3603453959999	456.71100000000024	C30H48O3	10494
N1827	A07	5	63968-64-9	Artemisinine	282.33	C15H22O5	O=C1O[C@]2([H])OC3(C([H])([H])[H])OO[C@]42[C@](C([H])([H])C3([H])[H])([H])[C@@](C([H])([H])[H])([H])C([H])([H])C([H])([H])[C@@]4([H])[C@@]1([H])C([H])([H])[H]	True	False	False	False	CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C32OO4	282.146723804	282.33599999999996	C15H22O5	68827
N1828	A08	5	520-36-5	Apigenin	270.24	C15H10O5	C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O	True	False	False	False	O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12	270.05282342	270.23999999999995	C15H10O5	5280443
N1829	A09	5	138-59-0	Shikimic acid	174.15	C7H10O5	C1C(C(C(C=C1C(=O)O)O)O)O	True	False	False	False	O=C(O)C1CC(=O)C(O)C(O)C1	174.05282342	174.152	C7H10O5	8742
N1830	A10	5	149-91-7	Gallic acid	170.12	C7H6O5	C1=C(C=C(C(=C1O)O)O)C(=O)O	True	False	False	False	O=C(O)c1cc(O)c(O)c(O)c1	170.021523292	170.11999999999998	C7H6O5	370
N1831	A11	5	491-70-3	Luteolin	286.24	C15H10O6	C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O	True	False	False	False	O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12	286.04773803999996	286.239	C15H10O6	5280445
N1833	B01	5	153-18-4	Rutin	610.51	C27H30O16	CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O	True	False	False	False	CC1OC(OCC2OC(Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O	610.1533848800001	610.5210000000006	C27H30O16	5280805
N1835	B02	5	16837-52-8	Oxymatrine	264.36	C15H24N2O2	[O-][N+]12[C@]3([H])[C@@](C([H])([H])C([H])([H])C2([H])[H])([H])[C@](C([H])([H])C([H])([H])C([H])([H])C4=O)([H])N4C([H])([H])[C@]3([H])C([H])([H])C([H])([H])C1([H])[H]	True	False	False	False	O=C1CCCC2C3CCC[N+]4([O-])CCCC(CN12)C34	264.183778008	264.36899999999997	C15H24N2O2	24864132
N1837	B03	5	29883-15-6	Amygdalin	457.42	C20H27NO11	C1=CC=C(C=C1)C(C#N)OC2C(C(C(C(O2)COC3C(C(C(C(O3)CO)O)O)O)O)O)O	True	False	False	False	N#CC(OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O)c1ccccc1	457.1584106839998	457.4320000000001	C20H27NO11	656516
N1840	B04	5	522-12-3	Quercitrin	448.38	C21H20O11	CC1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)O)O)O)O	True	False	False	False	CC1OC(Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)C(O)C(O)C1O	448.1005614599998	448.38000000000005	C21H20O11	5280459
N1841	B05	5	117-39-5	Quercetin	302.24	C15H10O7	C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O	True	False	False	False	O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12	302.04265265999993	302.238	C15H10O7	5280343
N1842	B06	5	480-18-2	Taxifolin	304.25	C15H12O7	C1=CC(=C(C=C1C2C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O	True	False	False	False	O=C1C(O)c2c(O)cc(O)cc2OC1c1ccc(O)c(O)c1	304.05830272399993	304.254	C15H12O7	439533
N1843	B07	5	35825-57-1	Cryptotanshinone	296.35	C19H20O3	CC1COC2=C1C(=O)C(=O)C3=C2C=CC4=C3CCCC4(C)C	True	False	False	False	Cc1coc2c1c(O)c(O)c1c3c(ccc12)C(C)(C)CCC3	296.14124449999997	296.366	C19H20O3	160254
N1845	B08	5	568-73-0	Tanshinone I	276.29	C18H12O3	CC1=CC=CC2=C1C=CC3=C2C(=O)C(=O)C4=C3OC=C4C	True	False	False	False	Cc1coc2c1C(=O)C(=O)c1c-2ccc2c(C)cccc12	276.078644244	276.291	C18H12O3	114917
N1846	B09	5	568-72-9	Tanshinone IIA	294.34	C19H18O3	CC1=COC2=C1C(=O)C(=O)C3=C2C=CC4=C3CCCC4(C)C	True	False	False	False	Cc1coc2c1C(=O)C(=O)c1c-2ccc2c1CCCC2(C)C	294.125594436	294.35	C19H18O3	164676
N1847	B10	5	552-41-0	Paeonol	166.18	C9H10O3	CC(=O)C1=C(C=C(C=C1)OC)O	True	False	False	False	COc1ccc(C(C)=O)c(O)c1	166.06299418	166.17599999999996	C9H10O3	11092
N1849	B11	5	27200-12-0	Dihydromyricetin	320.25	C15H12O8	C1=C(C=C(C(=C1O)O)O)C2C(C(=O)C3=C(C=C(C=C3O2)O)O)O	True	False	False	False	O=C1C(O)c2c(O)cc(O)cc2OC1c1cc(O)c(O)c(O)c1	320.0532173439999	320.25300000000004	C15H12O8	161557
N1850	C01	5	529-44-2	Myricetin	318.24	C15H10O8	C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O	True	False	False	False	O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12	318.0375672799999	318.23699999999997	C15H10O8	5281672
N1852	C02	5	481-74-3	Chrysophanol	254.23	C15H10O4	CC1=CC(=C2C(=C1)C(=O)C3=C(C2=O)C(=CC=C3)O)O	True	False	False	False	Cc1cc(O)c2c(c1)C(=O)c1cccc(O)c1C2=O	254.0579088	254.24099999999999	C15H10O4	10208
N1853	C03	5	521-61-9	Physcion	284.27	C16H12O5	CC1=CC(=C2C(=C1)C(=O)C3=CC(=CC(=C3C2=O)O)OC)O	True	False	False	False	COc1cc(O)c2c(c1)C(=O)c1cc(C)cc(O)c1C2=O	284.068473484	284.267	C16H12O5	10639
N1855	C04	5	5508-58-7	Andrographolide	350.44	C20H30O5	CC12CCC(C(C1CCC(=C)C2CC=C3C(COC3=O)O)(C)CO)O	True	False	False	False	C=C1CCC2C(C)(CO)C(O)CCC2(C)C1C=CC1C(=O)OCC1O	350.2093240599999	350.4550000000001	C20H30O5	5318517
N1856	C05	5	520-33-2	Hesperitin	302.29	C16H14O6	COC1=C(C=C(C=C1)C2CC(=O)C3=C(C=C(C=C3O2)O)O)O	True	False	False	False	COc1ccc(C2CC(=O)c3c(O)cc(O)cc3O2)cc1O	302.07903816799995	302.2819999999999	C16H14O6	72281
N1857	C06	5	906-33-2	Neochlorogenic acid	354.31	C16H18O9	C1C(C(C(CC1(C(=O)O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)O	True	False	False	False	O=C(C=Cc1ccc(O)c(O)c1)OC1CC(O)(C(=O)O)CC(O)C1O	354.09508215599993	354.31100000000004	C16H18O9	5280633
N1858	C07	5	491-67-8	Baicalein	270.24	C15H10O5	C1=CC=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)O)O)O	True	False	False	False	O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12	270.05282342	270.23999999999995	C15H10O5	5281605
N1862	C08	5	486-66-8	Daidzein	254.24	C15H10O4	C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)O)O	True	False	False	False	O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12	254.0579088	254.24099999999999	C15H10O4	5281708
N1864	C09	5	58812-37-6	Toosendanin	574.62	C30H38O11	O=C1C2C(C(O)CC([C@@]3(C)C(OC(C)=O)C4)[C@@]2(CO[C@H]3O)C4O)(C)C(C5(C)C1OC(C)=O)(O6)C6CC5C7=COC=C7	True	False	False	False	CC(=O)OC1CC(O)C23COC(O)C1(C)C2CC(O)C1(C)C3C(=O)C(OC(C)=O)C2(C)C(c3ccoc3)CC3OC321	574.2414120359999	574.6230000000003	C30H38O11	9851101
N1867	C10	5	50-55-5	Reserpine	608.27	C33H40N2O9	O=C(C1=CC(OC)=C(OC)C(OC)=C1)O[C@@H]2C[C@@H]3CN([C@@H]4C[C@@H]3[C@H](C(OC)=O)[C@H]2OC)CCC5=C4NC6=C5C=CC(OC)=C6	True	False	False	False	COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC(=O)c2cc(OC)c(OC)c(OC)c2)C1OC	608.27338086	608.6880000000003	C33H40N2O9	5770
N1872	C11	5	970-74-1	Epigallocatechin	306.27	C15H14O7	C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)O	True	False	False	False	Oc1cc(O)c2c(c1)OC(c1cc(O)c(O)c(O)c1)C(O)C2	306.07395278799993	306.27	C15H14O7	72277
N1875	D01	5	89-78-1	DL-Menthol	156.15	C10H20O	CC1CCC(C(C1)O)C(C)C	True	False	False	False	CC1CCC(C(C)C)C(O)C1	156.15141526	156.26899999999998	C10H20O	1254
N1876	D02	5	60-81-1	Phloridzin	436.41	C21H24O10	C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2OC3C(C(C(C(O3)CO)O)O)O)O)O)O	True	False	False	False	O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1OC1OC(CO)C(O)C(O)C1O	436.1369469679998	436.41300000000007	C21H24O10	6072
N1877	D03	5	140-10-3	Cinnamic acid	148.17	C9H8O2	C1=CC=C(C=C1)C=CC(=O)O	True	False	False	False	O=C(O)C=Cc1ccccc1	148.052429496	148.16099999999997	C9H8O2	444539
N1878	D04	5	1135-24-6	Fumalic acid	194.18	C10H10O4	COC1=C(C=CC(=C1)C=CC(=O)O)O	True	False	False	False	COc1cc(C=CC(=O)O)ccc1O	194.0579088	194.18599999999998	C10H10O4	445858
N1880	D05	5	138-52-3	D-(-)-Salicin	286.28	C13H18O7	C1=CC=C(C(=C1)CO)OC2C(C(C(C(O2)CO)O)O)O	True	False	False	False	OCc1ccccc1OC1OC(CO)C(O)C(O)C1O	286.105252916	286.28	C13H18O7	439503
N1882	D06	5	7432-28-2	Schisandrin A	432.51	C24H32O7	[H]C(C([H])([H])C(C1=C2OC([H])([H])[H])=C([H])C(OC([H])([H])[H])=C2OC([H])([H])[H])(C([H])([H])[H])C(C([H])([H])C(C1=C3OC([H])([H])[H])=C([H])C(OC([H])([H])[H])=C3OC([H])([H])[H])(C([H])([H])[H])O[H]	True	False	False	False	COc1cc2c(c(OC)c1OC)-c1c(cc(OC)c(OC)c1OC)CC(C)(O)C(C)C2	432.2148033639999	432.5130000000002	C24H32O7	3001664
N1885	D07	5	20736-09-8	Saikosaponin A	780.99	C42H68O13	OC1C23C(CC(C)(C)CC3)C(C(C1)(C)C4(C)C5C(CC6)(C)C([C@@](CO)(C)C6OC7C(O)C(OC8OC(CO)C(O)C(O)C8O)C(O)C(C)O7)CC4)(C=C5)OC2	True	False	False	False	CC1OC(OC2CCC3(C)C(CCC4(C)C3C=CC35OCC6(CCC(C)(C)CC63)C(O)CC45C)C2(C)CO)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1O	780.4659922359999	780.9930000000004	C42H68O13	167928
N1888	D08	5	58558-08-0	Saikosaponin B	780.98	C42H68O13	CC1C(C(C(C(O1)OC2CCC3(C(C2(C)CO)CCC4(C3C=CC5=C6CC(CCC6(C(CC54C)O)CO)(C)C)C)C)O)OC7C(C(C(C(O7)CO)O)O)O)O	True	False	False	False	CC1OC(OC2CCC3(C)C(CCC4(C)C3C=CC3=C5CC(C)(C)CCC5(CO)C(O)CC34C)C2(C)CO)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1O	780.4659922360001	780.9930000000006	C42H68O13	14798494
N1895	D09	5	84272-85-5	5-O-Methylvisammioside	452.45	C22H28O10	CC1=CC(=O)C2=C(C3=C(C=C2O1)OC(C3)C(C)(C)OC4C(C(C(C(O4)CO)O)O)O)OC	True	False	False	False	COc1c2c(cc3oc(C)cc(=O)c13)OC(C(C)(C)OC1OC(CO)C(O)C(O)C1O)C2	452.16824709599985	452.45600000000013	C22H28O10	21670038
N1897	D10	5	480-10-4	astragalin	448.38	C21H20O11	C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O	True	False	False	False	O=c1c(OC2OC(CO)C(O)C(O)C2O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12	448.1005614599998	448.3800000000001	C21H20O11	5282102
N1898	D11	5	20831-76-9	Gentiopicrin	356.33	C16H20O9	C=CC1C(OC=C2C1=CCOC2=O)OC3C(C(C(C(O3)CO)O)O)O	True	False	False	False	C=CC1C2=CCOC(=O)C2=COC1OC1OC(CO)C(O)C(O)C1O	356.1107322199999	356.32700000000006	C16H20O9	88708
N1900	E01	5	15291-75-5	Ginkgolide A	408.4	C20H24O9	O[C@@]1([C@]2(O[C@H]3OC4=O)[C@]5([C@]3([C@H](C[C@H]5OC2=O)C(C)(C)C)[C@H]4O)C[C@H]1OC6=O)[C@H]6C	True	False	False	False	CC1C(=O)OC2CC34C5CC(C(C)(C)C)C36C(=O)C(O)OC6OC4(C(=O)O5)C21O	408.14203234799993	408.4030000000002	C20H24O9	9909368
N1901	E02	5	4431-01-0	Z-Ligustilide	190.23	C12H14O2	CCCC=C1C2=C(C=CCC2)C(=O)O1	True	False	False	False	CCC=Cc1oc(O)c2c1CCC=C2	190.099379688	190.24199999999996	C12H14O2	5319022
N1902	E03	5	486-62-4	Ononin	430.4	C22H22O9	COC1=CC=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)OC4C(C(C(C(O4)CO)O)O)O	True	False	False	False	COc1ccc(-c2coc3cc(OC4OC(CO)C(O)C(O)C4O)ccc3c2=O)cc1	430.1263822839999	430.4090000000001	C22H22O9	442813
N1904	E04	5	76-66-4	Rhynchophylline	384.46	C22H28N2O4	CCC1CN2CCC3(C2CC1C(=COC)C(=O)OC)C4=CC=CC=C4NC3=O	True	False	False	False	CCC1CN2CCC3(C(=O)Nc4ccccc43)C2CC1C(=COC)C(=O)OC	384.204907376	384.47600000000006	C22H28N2O4	5281408
N1908	E05	5	15291-76-6	Ginkgolide C	440.4	C20H24O11	O=C1OC2([H])C(C(C(C3([H])OC4=O)(C4([H])C([H])([H])[H])O[H])1OC5([H])OC6=O)(C3([H])O[H])C5(C6([H])O[H])C(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])([H])C2([H])O[H]	True	False	False	False	CC1C(=O)OC2C(O)C34C5OC(=O)C3(OC3OC(=O)C(O)C34C(C(C)(C)C)C5O)C12O	440.13186158799994	440.4010000000001	C20H24O11	9867869
N1909	E06	5	27409-30-9	Picroside I	492.47	C24H28O11	C1=CC=C(C=C1)C=CC(=O)OCC2C(C(C(C(O2)OC3C4C(C=CO3)C(C5C4(O5)CO)O)O)O)O	True	False	False	False	O=C(C=Cc1ccccc1)OCC1OC(OC2OC=CC3C(O)C4OC4(CO)C23)C(O)C(O)C1O	492.1631617159998	492.47700000000015	C24H28O11	6440892
N1911	E07	5	39012-20-9	Picroside II	512.46	C23H28O13	COC1=C(C=CC(=C1)C(=O)OC2C3C=COC(C3C4(C2O4)CO)OC5C(C(C(C(O5)CO)O)O)O)O	True	False	False	False	COc1cc(C(=O)OC2C3C=COC(OC4OC(CO)C(O)C(O)C4O)C3C3(CO)OC23)ccc1O	512.1529909559998	512.4640000000003	C23H28O13	11944602
N1915	E08	5	41059-79-4	Timosaponin A3	740.43	C39H64O13	O[C@@H]1[C@@H]([C@@H](O[C@H](CO)[C@@H]1O)O[C@H]2C[C@H]3[C@@](CC2)(C)[C@H]4[C@H](CC3)[C@@H](C5)[C@@](CC4)(C)[C@H]([C@H]6C)[C@@H]5O[C@]76OC[C@@H](C)CC7)O[C@@H]([C@@H]([C@H]8O)O)O[C@H](CO)[C@H]8O	True	False	False	False	CC1CCC2(OC1)OC1CC3C4CCC5CC(OC6OC(CO)C(O)C(O)C6OC6OC(CO)C(O)C(O)C6O)CCC5(C)C4CCC3(C)C1C2C	740.4346921080001	740.9280000000005	C39H64O13	122173199
N1924	E09	5	50773-41-6	Polyphyllin A	855.02	C44H70O16	O[C@@H]1[C@@H](O)[C@H](CO)O[C@@]1([H])O[C@H]2[C@H](O)[C@@H](O[C@@]3([H])[C@H](O)[C@H](O)[C@@H](O)[C@H](C)O3)C(O[C@H]4CC5=CC[C@]([C@@](C[C@@]6([H])[C@]7([H])[C@H](C)[C@]8(OC[C@H](C)CC8)O6)([H])[C@]7(C)CC9)([H])[C@@]9([H])[C@@]5(C)CC4)O[C@@H]2CO	True	False	False	False	CC1CCC2(OC1)OC1CC3C4CC=C5CC(OC6OC(CO)C(OC7OC(CO)C(O)C7O)C(O)C6OC6OC(C)C(O)C(O)C6O)CCC5(C)C4CCC3(C)C1C2C	854.4663861600001	855.0279999999997	C44H70O16	171337535
N1925	E10	5	55916-51-3	Polyphyllin D	738.91	C39H62O13	O[C@@H]([C@@H](O)[C@H]1O)[C@]([H])(O[C@H]2[C@@](O[C@H]3CC4=CC[C@]([C@](C[C@@](O[C@]5(OC6)CC[C@H]6C)([H])[C@]7(O)[C@@H]5C)([H])[C@@]7(CC8)C)([H])[C@@]8([H])[C@]4(CC3)C)([H])O[C@H](CO)[C@@H](O)[C@@H]2O)C[C@@H]1C	True	False	False	False	CC1CCC2(OC1)OC1CC3C4CC=C5CC(OC6OC(CO)C(O)C(O)C6OC6CC(C)C(O)C(O)C6O)CCC5(C)C4CCC3(C)C1(O)C2C	736.4397774880001	736.9400000000003	C40H64O12	10417550
N1929	E11	5	136656-07-0	Timosaponin b- II	920.5	C45H76O19	CC1C2C(CC3C2(CCC4C3CCC5C4(CCC(C5)OC6C(C(C(C(O6)CO)O)O)OC7C(C(C(C(O7)CO)O)O)O)C)C)OC1(CCC(C)COC8C(C(C(C(O8)CO)O)O)O)O	True	False	False	False	CC(CCC1(O)OC2CC3C4CCC5CC(OC6OC(CO)C(O)C(O)C6OC6OC(CO)C(O)C(O)C6O)CCC5(C)C4CCC3(C)C2C1C)COC1OC(CO)C(O)C(O)C1O	920.4980802120001	921.0840000000003	C45H76O19	4483043
N1935	F01	5	541-15-1	L-Carnitine inner salt	161.2	C7H15NO3	C[N+](C)(C)CC(CC(=O)[O-])O	True	False	False	False	C[N+](C)(C)CC(O)CC(=O)[O-]	161.10519334	161.201	C7H15NO3	10917
N1937	F02	5	129724-84-1	Anemoside A3	750.96	C41H66O12	CC1C(C(C(C(O1)OC2C(C(COC2OC3CCC4(C5CCC6C7C(CCC7(CCC6(C5(CCC4C3(C)CO)C)C)C(=O)O)C(=C)C)C)O)O)O)O)O	True	False	False	False	C=C(C)C1CCC2(C(=O)O)CCC3(C)C(CCC4C5(C)CCC(OC6OCC(O)C(O)C6OC6OC(C)C(O)C(O)C6O)C(C)(CO)C5CCC43C)C12	750.4554275520003	750.9670000000007	C41H66O12	11721847
N1940	F03	5	69659-80-9	Tanshinone IIA---sulfonic sodium	396.39	C19H17O6S.Na	O=S(C1=C(C(C2=O)=C(O1)C(C=CC3=C4CCCC3(C)C)=C4C2=O)C)([O-])=O.[Na+]	True	False	False	False	Cc1c(S(=O)(=O)O)oc2c1C(=O)C(=O)c1c-2ccc2c1CCCC2(C)C	374.0824092959999	374.4140000000001	C19H18O6S	23669322
N1941	F04	5	110-15-6	Butane diacid	118.09	C4H6O4	C(CC(=O)O)C(=O)O	True	False	False	False	O=C(O)CCC(=O)O	118.02660867200001	118.08799999999998	C4H6O4	1110
N1942	F05	5	63238-67-5	Benzoylmesaconitine	589.67	C31H43NO10	CN1C[C@@]2([C@@](O)([H])C[C@@](OC)([H])[C@@]34[C@]5([H])C[C@@]6(O)[C@@](OC(C7=CC=CC=C7)=O)([H])[C@]5([H])[C@@]([C@](O)([H])[C@]6([H])OC)(O)[C@@]([C@]41[H])([H])[C@@](OC)([H])[C@]23[H])COC	True	False	False	False	COCC12CN(C)C3C4C(OC)C1C3(C(OC)CC2O)C1CC2(O)C(OC)C(O)C4(O)C1C2OC(=O)c1ccccc1	589.2886965759999	589.682	C31H43NO10	24832657
N1943	F06	5	63238-66-4	Benzoylhypaconitine	573.67	C31H43NO9	[H]C([C@@](COC)(CN(C12)C)C3[C@]41[C@@]5([H])[C@@](C(OC(C6=CC=CC=C6)=O)([H])C7(O)C5)([H])[C@](O)([C@](O)([H])[C@]7([H])OC)[C@H]2[C@]3([H])OC)([H])C[C@]4([H])OC	True	False	False	False	COCC12CCC(OC)C34C5CC6(O)C(OC)C(O)C(O)(C5C6OC(=O)c5ccccc5)C(C(OC)C13)C4N(C)C2	573.2937819559999	573.6830000000001	C31H43NO9	123132012
N1949	F07	5	32791-84-7	Panaxtriol	476.39	C30H52O4	O[C@H]1[C@H]([C@@H]([C@]2(C)OC(C)(C)CCC2)CC3)[C@]3(C)[C@@](C4)(C)[C@H](C1)[C@](CC5)(C)[C@H](C(C)(C)[C@H]5O)[C@@H]4O	True	False	False	False	CC1(C)CCCC(C)(C2CCC3(C)C2C(O)CC2C4(C)CCC(O)C(C)(C)C4C(O)CC23C)O1	476.38656014399993	476.74200000000025	C30H52O4	73599
N1957	F08	5	524-30-1	Fraxin;Fraxoside; Paviin	370.31	C16H18O10	COC1=C(C(=C2C(=C1)C=CC(=O)O2)OC3C(C(C(C(O3)CO)O)O)O)O	True	False	False	False	COc1cc2ccc(=O)oc2c(OC2OC(CO)C(O)C(O)C2O)c1O	370.08999677599985	370.31000000000006	C16H18O10	5273568
N2019	F09	5	79592-91-9	Crassicauline A	643.76	C35H49NO10	CCN1C[C@]2(COC)CC[C@@](OC)([H])[C@@]34[C@]5([H])C[C@]6(O)[C@](OC)([H])C[C@@]([C@](C41[H])([H])[C@@](OC)([H])[C@]23[H])(OC(C)=O)[C@@]5([H])[C@@]6([H])OC(C7=CC=C(OC)C=C7)=O	True	False	False	False	CCN1CC2(COC)CCC(OC)C34C5CC6(O)C(OC)CC(OC(C)=O)(C5C6OC(=O)c5ccc(OC)cc5)C(C(OC)C23)C14	643.335646768	643.7740000000002	C35H49NO10	20055838
N2029	F10	5	52012-29-0	Isoshaftoside	564.49	C26H28O14	C1C(C(C(C(O1)C2=C(C3=C(C(=C2O)C4C(C(C(C(O4)CO)O)O)O)OC(=CC3=O)C5=CC=C(C=C5)O)O)O)O)O	True	False	False	False	O=c1cc(-c2ccc(O)cc2)oc2c(C3OC(CO)C(O)C(O)C3O)c(O)c(C3OCC(O)C(O)C3O)c(O)c12	564.1479055759999	564.4960000000004	C26H28O14	3084995
N2031	F11	5	10083-24-6	Piceatannol	244.24	C14H12O4	C1=CC(=C(C=C1C=CC2=CC(=CC(=C2)O)O)O)O	True	False	False	False	Oc1cc(O)cc(C=Cc2ccc(O)c(O)c2)c1	244.073558864	244.24599999999998	C14H12O4	667639
N2032	G01	5	313-67-7	Aristolochic Acid A	341.27	C17H11NO7	COC1=CC=CC2=C3C(=C(C=C21)[N+](=O)[O-])C(=CC4=C3OCO4)C(=O)O	True	False	False	False	COc1cccc2c1cc([N+](=O)[O-])c1c(C(=O)O)cc3c(c12)OCO3	341.0535516919999	341.2750000000001	C17H11NO7	2236
N2037	G02	5	13161-75-6	pteryxin	386.4	C21H22O7	CC=C(C)C(=O)OC1C(C(OC2=C1C3=C(C=C2)C=CC(=O)O3)(C)C)OC(=O)C	True	False	False	False	CC=C(C)C(=O)OC1c2c(ccc3ccc(=O)oc23)OC(C)(C)C1OC(C)=O	386.1365530439999	386.40000000000015	C21H22O7	5281425
N2038	G03	5	28831-65-4	lithospermic acid	538.46	C27H22O12	C1=CC(=C(C=C1CC(C(=O)O)OC(=O)C=CC2=C3C(C(OC3=C(C=C2)O)C4=CC(=C(C=C4)O)O)C(=O)O)O)O	True	False	False	False	O=C(C=Cc1ccc(O)c2c1C(C(=O)O)C(c1ccc(O)c(O)c1)O2)OC(Cc1ccc(O)c(O)c1)C(=O)O	538.1111261439999	538.4610000000004	C27H22O12	6441498
N2045	G04	5	68027-15-6	Pulsatilla saponin D	913.1	C47H76O17	C[C@@]1([H])[C@@](O)([H])[C@](O)([H])[C@](O)([H])[C@@](O[C@]2([H])[C@](O)([H])[C@](O[C@@]3([H])[C@@](O)([H])[C@](O)([H])[C@@](O)([H])[C@@](O3)([H])CO)([H])CO[C@@]2([H])O[C@@]4([H])CC[C@@]([C@@]([C@](CO)4C)([H])CC[C@]56C)([C@@]5([H])CC=C7[C@]8([H])CC	False	False	False	True	CC1OC(OC2C(OC3CCC4(C)C(CCC5(C)C4CC=C4C6CC(C)(C)CCC6(C(=O)O)CCC45C)C3(C)CO)OCC(OC3OC(CO)C(O)C(O)C3O)C2O)C(O)C(O)C1O	912.5082509720004	913.1080000000007	C47H76O17	11650910
N2053	G05	5	70674-90-7	Catharanthine Sulfate	434.51	C21H26N2O6S	OS(O)(=O)=O.O=C([C@@]1(C(NC2=CC=CC=C32)=C3CC4)[C@](C(CC)=C5)([H])N4C[C@]5([H])C1)OC	True	False	False	False	CCC1=CC2CN3CCc4c([nH]c5ccccc45)C(C(=O)OC)(C2)C13	336.18377800799993	336.43500000000006	C21H24N2O2	73356992
